"Fecha","AYAVIRI","PROGRESO","LAMPA","CABANILLAS","AZANGARO","ARAPA","MUNANI","HUANCANE","HUARAYAMOHO","CAPACHICA"
1965-01-07,15.3032258064516,9.84193548387097,12.2548387096774,NA,11.8225806451613,11.7193548387097,10.5096774193548,14.1032258064516,9.33548387096774,9.83225806451613
1965-02-07,13.0642857142857,10.0892857142857,12.0071428571429,NA,11.9785714285714,11.35,11.5821428571429,12.6428571428571,9.68214285714286,9.86071428571429
1965-03-07,13.0129032258065,10.658064516129,12.4258064516129,NA,12.2387096774194,12.4387096774194,12.0322580645161,13.5064516129032,10.8225806451613,10.5193548387097
1965-04-07,16.17,11.5166666666667,15.6733333333333,NA,13.7866666666667,14.4433333333333,14.7166666666667,14.44,11.88,13.02
1965-05-07,19.558064516129,14.5096774193548,21.1806451612903,NA,16.8774193548387,18.0387096774194,16.7064516129032,18.8709677419355,14.7161290322581,16.4354838709677
1965-06-07,19.3,16.38,23.66,NA,18.5166666666667,19.55,15.26,19.8366666666667,15.9033333333333,18.0966666666667
1965-07-07,19.6290322580645,15.6612903225806,23.6290322580645,NA,17.6677419354839,18.9516129032258,17.6709677419355,19.6387096774194,14.6548387096774,18.1806451612903
1965-08-07,19.0806451612903,16.1483870967742,23.1935483870968,NA,17.8193548387097,18.9548387096774,17.9903225806452,20.4064516129032,15.1806451612903,16.841935483871
1965-09-07,17.25,13.4,18.88,NA,15.43,16.7833333333333,11.58,16.67,13.8633333333333,14.4166666666667
1965-10-07,18.4032258064516,15.0322580645161,21.1935483870968,NA,16.4612903225806,16.5967741935484,14.0838709677419,17.241935483871,14.6612903225806,15.0483870967742
1965-11-07,17.0233333333333,12.99,18.6133333333333,NA,14.4566666666667,13.8833333333333,12.45,13.59,12.1833333333333,13.1566666666667
1965-12-07,13.3516129032258,10.641935483871,14.0225806451613,NA,12.2,11.6161290322581,11.8193548387097,10.3838709677419,9.23870967741935,11.2677419354839
1966-01-07,14.7290322580645,13.1322580645161,15.5387096774194,NA,13.3709677419355,12.8064516129032,14.7096774193548,13.6870967741935,11.441935483871,11.9806451612903
1966-02-07,13.5321428571429,11.6571428571429,14.1142857142857,NA,12.1642857142857,11.6392857142857,11.5928571428571,10.9107142857143,10.0607142857143,11.3678571428571
1966-03-07,14.7096774193548,12.8225806451613,15.0677419354839,NA,13.3322580645161,13.9193548387097,12.0806451612903,11.8870967741935,11.6903225806452,11.8032258064516
1966-04-07,17.9,15.1766666666667,19.1166666666667,NA,16.2433333333333,16.8166666666667,15.61,15.1566666666667,13.8433333333333,14.28
1966-05-07,16.641935483871,13.8645161290323,18.958064516129,NA,14.9645161290323,16.7709677419355,14.3225806451613,16.9064516129032,13.9516129032258,15.3096774193548
1966-06-07,20.0566666666667,18.0133333333333,23.1766666666667,NA,18.2466666666667,19.67,16.6133333333333,17.7533333333333,15.34,17.2733333333333
1966-07-07,21.8774193548387,18.0290322580645,25.2774193548387,NA,19.1129032258065,20.0354838709677,21.2161290322581,19.5032258064516,16.1354838709677,18.3354838709677
1966-08-07,19.7741935483871,16.1161290322581,22.9451612903226,NA,17.5451612903226,18.641935483871,18.6838709677419,18.4354838709677,16.2774193548387,15.9870967741935
1966-09-07,18.9266666666667,15.22,19.56,NA,16.9333333333333,16.8733333333333,18.1466666666667,18.24,15.1933333333333,15.34
1966-10-07,15.1741935483871,11.7838709677419,16.1290322580645,NA,13.9258064516129,13.7645161290323,13.2096774193548,15.4516129032258,12.3677419354839,13.0774193548387
1966-11-07,14.9933333333333,11.8933333333333,16.6433333333333,NA,13.7733333333333,13.4966666666667,12.0833333333333,14.5433333333333,11.8,12.39
1966-12-07,14.4838709677419,11.1612903225806,14.6677419354839,NA,12.7290322580645,11.9806451612903,10.8161290322581,13.7677419354839,10.1,11.441935483871
1967-01-07,15.7645161290323,12.7838709677419,15.6258064516129,NA,14.1354838709677,13.4903225806452,12.5612903225806,13.9806451612903,12.1032258064516,12.0322580645161
1967-02-07,14.6357142857143,10.7714285714286,12.1892857142857,NA,12.1392857142857,11.4428571428571,11.4857142857143,12.3321428571429,10.6035714285714,9.63214285714286
1967-03-07,12.8225806451613,9.85806451612903,11.9612903225806,NA,11.5129032258065,12,9.9741935483871,11.7903225806452,10.1645161290323,9.81612903225806
1967-04-07,16.28,13.5566666666667,17.86,NA,14.9766666666667,16.2133333333333,15.6966666666667,16.52,13.4033333333333,12.6733333333333
1967-05-07,17.2967741935484,14.2129032258065,19.0290322580645,NA,15.5,16.5,15.2548387096774,14.5709677419355,13.0935483870968,14.7838709677419
1967-06-07,20.0033333333333,16.43,22.3733333333333,NA,17.7233333333333,19.4066666666667,16.0933333333333,18.56,15.83,17.7533333333333
1967-07-07,18.2612903225806,14.9354838709677,21.0354838709677,NA,16.4161290322581,18.341935483871,18.2129032258064,16.5032258064516,14.7741935483871,17.3935483870968
1967-08-07,17.9967741935484,14.2290322580645,20.0709677419355,NA,15.3483870967742,17.5258064516129,15.7290322580645,13.6806451612903,13.6,15.1806451612903
1967-09-07,15.4733333333333,12.4066666666667,16.0033333333333,NA,14.1433333333333,14.9866666666667,12.85,12.4766666666667,12.23,12.33
1967-10-07,15.4548387096774,12.3870967741935,16.2548387096774,NA,13.6548387096774,13.3935483870968,12.3709677419355,12.7645161290323,11.3548387096774,12.3516129032258
1967-11-07,17.7633333333333,13.66,19.0233333333333,NA,15.5633333333333,15.4366666666667,13.7333333333333,17.09,15.08,14.1
